iso_alpha,year,lifeExp,pop,gdpPercap
DEU,1967,70.8,76368453,14745.62561
DEU,1972,71,78717088,18016.18027
DEU,1977,72.5,78160773,20512.92123
DEU,1982,73.8,78335266,22031.53274
DEU,1987,74.847,77718298,24639.18566
DEU,1992,76.07,80597764,26505.30317
DEU,1997,77.34,82011073,27788.88416
DEU,2002,78.67,82350671,30035.80198
DEU,2007,79.406,82400996,32170.37442
GHA,1952,43.149,5581001,911.2989371
GHA,1957,44.779,6391288,1043.561537
GHA,1962,46.452,7355248,1190.041118
GHA,1967,48.072,8490213,1125.69716
GHA,1972,49.875,9354120,1178.223708
GHA,1977,51.756,10538093,993.2239571
GHA,1982,53.744,11400338,876.032569
GHA,1987,55.729,14168101,847.0061135
GHA,1992,57.501,16278738,925.060154
GHA,1997,58.556,18418288,1005.245812
GHA,2002,58.453,20550751,1111.984578
GHA,2007,60.022,22873338,1327.60891
GRC,1952,65.86,7733250,3530.690067
GRC,1957,67.86,8096218,4916.299889
GRC,1962,69.51,8448233,6017.190733
GRC,1967,71,8716441,8513.097016
GRC,1972,72.34,8888628,12724.82957
GRC,1977,73.68,9308479,14195.52428
GRC,1982,75.24,9786480,15268.42089
GRC,1987,76.67,9974490,16120.52839
GRC,1992,77.03,10325429,17541.49634
GRC,1997,77.869,10502372,18747.69814
GRC,2002,78.256,10603863,22514.2548
GRC,2007,79.483,10706290,27538.41188
GTM,1952,42.023,3146381,2428.237769
GTM,1957,44.142,3640876,2617.155967
GTM,1962,46.954,4208858,2750.364446
GTM,1967,50.016,4690773,3242.531147
GTM,1972,53.738,5149581,4031.408271
GTM,1977,56.029,5703430,4879.992748
GTM,1982,58.137,6395630,4820.49479
GTM,1987,60.782,7326406,4246.485974
GTM,1992,63.373,8486949,4439.45084
GTM,1997,66.322,9803875,4684.313807
GTM,2002,68.978,11178650,4858.347495
GTM,2007,70.259,12572928,5186.050003
GIN,1952,33.609,2664249,510.1964923
GIN,1957,34.558,2876726,576.2670245
GIN,1962,35.753,3140003,686.3736739
GIN,1967,37.197,3451418,708.7595409
GIN,1972,38.842,3811387,741.6662307
GIN,1977,40.762,4227026,874.6858643
GIN,1982,42.891,4710497,857.2503577
GIN,1987,45.552,5650262,805.5724718
GIN,1992,48.576,6990574,794.3484384
GIN,1997,51.455,8048834,869.4497668
GIN,2002,53.676,8807818,945.5835837
GIN,2007,56.007,9947814,942.6542111
GNB,1952,32.5,580653,299.850319
GNB,1957,33.489,601095,431.7904566
GNB,1962,34.488,627820,522.0343725
GNB,1967,35.492,601287,715.5806402
GNB,1972,36.486,625361,820.2245876
GNB,1977,37.465,745228,764.7259628
GNB,1982,39.327,825987,838.1239671
GNB,1987,41.245,927524,736.4153921
GNB,1992,43.266,1050938,745.5398706
GNB,1997,44.873,1193708,796.6644681
GNB,2002,45.504,1332459,575.7047176
GNB,2007,46.388,1472041,579.231743
HTI,1952,37.579,3201488,1840.366939
HTI,1957,40.696,3507701,1726.887882
HTI,1962,43.59,3880130,1796.589032
HTI,1967,46.243,4318137,1452.057666
HTI,1972,48.042,4698301,1654.456946
HTI,1977,49.923,4908554,1874.298931
HTI,1982,51.461,5198399,2011.159549
HTI,1987,53.636,5756203,1823.015995
HTI,1992,55.089,6326682,1456.309517
HTI,1997,56.671,6913545,1341.726931
HTI,2002,58.137,7607651,1270.364932
HTI,2007,60.916,8502814,1201.637154
HND,1952,41.912,1517453,2194.926204
HND,1957,44.665,1770390,2220.487682
HND,1962,48.041,2090162,2291.156835
HND,1967,50.924,2500689,2538.269358
HND,1972,53.884,2965146,2529.842345
HND,1977,57.402,3055235,3203.208066
HND,1982,60.909,3669448,3121.760794
HND,1987,64.492,4372203,3023.096699
HND,1992,66.399,5077347,3081.694603
HND,1997,67.659,5867957,3160.454906
HND,2002,68.565,6677328,3099.72866
HND,2007,70.198,7483763,3548.330846
HKG,1952,60.96,2125900,3054.421209
HKG,1957,64.75,2736300,3629.076457
HKG,1962,67.65,3305200,4692.648272
HKG,1967,70,3722800,6197.962814
HKG,1972,72,4115700,8315.928145
HKG,1977,73.6,4583700,11186.14125
HKG,1982,75.45,5264500,14560.53051
HKG,1987,76.2,5584510,20038.47269
HKG,1992,77.601,5829696,24757.60301
HKG,1997,80,6495918,28377.63219
HKG,2002,81.495,6762476,30209.01516
HKG,2007,82.208,6980412,39724.97867
HUN,1952,64.03,9504000,5263.673816
HUN,1957,66.41,9839000,6040.180011
HUN,1962,67.96,10063000,7550.359877
HUN,1967,69.5,10223422,9326.64467
HUN,1972,69.76,10394091,10168.65611
HUN,1977,69.95,10637171,11674.83737
HUN,1982,69.39,10705535,12545.99066
HUN,1987,69.58,10612740,12986.47998
HUN,1992,69.17,10348684,10535.62855
HUN,1997,71.04,10244684,11712.7768
HUN,2002,72.59,10083313,14843.93556
HUN,2007,73.338,9956108,18008.94444
ISL,1952,72.49,147962,7267.688428
ISL,1957,73.47,165110,9244.001412
ISL,1962,73.68,182053,10350.15906
ISL,1967,73.73,198676,13319.89568
ISL,1972,74.46,209275,15798.06362
ISL,1977,76.11,221823,19654.96247
ISL,1982,76.99,233997,23269.6075
ISL,1987,77.23,244676,26923.20628
ISL,1992,78.77,259012,25144.39201
ISL,1997,78.95,271192,28061.09966
ISL,2002,80.5,288030,31163.20196
ISL,2007,81.757,301931,36180.78919
IND,1952,37.373,372000000,546.5657493
IND,1957,40.249,409000000,590.061996
IND,1962,43.605,454000000,658.3471509
IND,1967,47.193,506000000,700.7706107
IND,1972,50.651,567000000,724.032527
IND,1977,54.208,634000000,813.337323
IND,1982,56.596,708000000,855.7235377
IND,1987,58.553,788000000,976.5126756
IND,1992,60.223,872000000,1164.406809
IND,1997,61.765,959000000,1458.817442
IND,2002,62.879,1034172547,1746.769454
IND,2007,64.698,1110396331,2452.210407
IDN,1952,37.468,82052000,749.6816546
IDN,1957,39.918,90124000,858.9002707
IDN,1962,42.518,99028000,849.2897701
IDN,1967,45.964,109343000,762.4317721
IDN,1972,49.203,121282000,1111.107907
IDN,1977,52.702,136725000,1382.702056
IDN,1982,56.159,153343000,1516.872988
IDN,1987,60.137,169276000,1748.356961
IDN,1992,62.681,184816000,2383.140898
IDN,1997,66.041,199278000,3119.335603
IDN,2002,68.588,211060000,2873.91287
IDN,2007,70.65,223547000,3540.651564
IRN,1952,44.869,17272000,3035.326002
IRN,1957,47.181,19792000,3290.257643
IRN,1962,49.325,22874000,4187.329802
IRN,1967,52.469,26538000,5906.731805
IRN,1972,55.234,30614000,9613.818607
IRN,1977,57.702,35480679,11888.59508
IRN,1982,59.62,43072751,7608.334602
IRN,1987,63.04,51889696,6642.881371
IRN,1992,65.742,60397973,7235.653188
IRN,1997,68.042,63327987,8263.590301
IRN,2002,69.451,66907826,9240.761975
IRN,2007,70.964,69453570,11605.71449
IRQ,1952,45.32,5441766,4129.766056
IRQ,1957,48.437,6248643,6229.333562
IRQ,1962,51.457,7240260,8341.737815
IRQ,1967,54.459,8519282,8931.459811
IRQ,1972,56.95,10061506,9576.037596
IRQ,1977,60.413,11882916,14688.23507
IRQ,1982,62.038,14173318,14517.90711
IRQ,1987,65.044,16543189,11643.57268
IRQ,1992,59.461,17861905,3745.640687
IRQ,1997,58.811,20775703,3076.239795
IRQ,2002,57.046,24001816,4390.717312
IRQ,2007,59.545,27499638,4471.061906
IRL,1952,66.91,2952156,5210.280328
IRL,1957,68.9,2878220,5599.077872
IRL,1962,70.29,2830000,6631.597314
IRL,1967,71.08,2900100,7655.568963
IRL,1972,71.28,3024400,9530.772896
IRL,1977,72.03,3271900,11150.98113
IRL,1982,73.1,3480000,12618.32141
IRL,1987,74.36,3539900,13872.86652
IRL,1992,75.467,3557761,17558.81555
IRL,1997,76.122,3667233,24521.94713
IRL,2002,77.783,3879155,34077.04939
IRL,2007,78.885,4109086,40675.99635
ISR,1952,65.39,1620914,4086.522128
ISR,1957,67.84,1944401,5385.278451
ISR,1962,69.39,2310904,7105.630706
ISR,1967,70.75,2693585,8393.741404
ISR,1972,71.63,3095893,12786.93223
ISR,1977,73.06,3495918,13306.61921
ISR,1982,74.45,3858421,15367.0292
ISR,1987,75.6,4203148,17122.47986
ISR,1992,76.93,4936550,18051.52254
ISR,1997,78.269,5531387,20896.60924
ISR,2002,79.696,6029529,21905.59514
ISR,2007,80.745,6426679,25523.2771
ITA,1952,65.94,47666000,4931.404155
ITA,1957,67.81,49182000,6248.656232
ITA,1962,69.24,50843200,8243.58234
ITA,1967,71.06,52667100,10022.40131
ITA,1972,72.19,54365564,12269.27378
ITA,1977,73.48,56059245,14255.98475
ITA,1982,74.98,56535636,16537.4835
ITA,1987,76.42,56729703,19207.23482
ITA,1992,77.44,56840847,22013.64486
ITA,1997,78.82,57479469,24675.02446
ITA,2002,80.24,57926999,27968.09817
ITA,2007,80.546,58147733,28569.7197
JAM,1952,58.53,1426095,2898.530881
JAM,1957,62.61,1535090,4756.525781
JAM,1962,65.61,1665128,5246.107524
JAM,1967,67.51,1861096,6124.703451
JAM,1972,69,1997616,7433.889293
JAM,1977,70.11,2156814,6650.195573
JAM,1982,71.21,2298309,6068.05135
JAM,1987,71.77,2326606,6351.237495
JAM,1992,71.766,2378618,7404.923685
JAM,1997,72.262,2531311,7121.924704
JAM,2002,72.047,2664659,6994.774861
JAM,2007,72.567,2780132,7320.880262
JPN,1952,63.03,86459025,3216.956347
JPN,1957,65.5,91563009,4317.694365
JPN,1962,68.73,95831757,6576.649461
JPN,1967,71.43,100825279,9847.788607
JPN,1972,73.42,107188273,14778.78636
JPN,1977,75.38,113872473,16610.37701
JPN,1982,77.11,118454974,19384.10571
JPN,1987,78.67,122091325,22375.94189
JPN,1992,79.36,124329269,26824.89511
JPN,1997,80.69,125956499,28816.58499
JPN,2002,82,127065841,28604.5919
JPN,2007,82.603,127467972,31656.06806
JOR,1952,43.158,607914,1546.907807
JOR,1957,45.669,746559,1886.080591
JOR,1962,48.126,933559,2348.009158
JOR,1967,51.629,1255058,2741.796252
JOR,1972,56.528,1613551,2110.856309
JOR,1977,61.134,1937652,2852.351568
JOR,1982,63.739,2347031,4161.415959
JOR,1987,65.869,2820042,4448.679912
JOR,1992,68.015,3867409,3431.593647
JOR,1997,69.772,4526235,3645.379572
JOR,2002,71.263,5307470,3844.917194
JOR,2007,72.535,6053193,4519.461171
KEN,1952,42.27,6464046,853.540919
KEN,1957,44.686,7454779,944.4383152
KEN,1962,47.949,8678557,896.9663732
KEN,1967,50.654,10191512,1056.736457
KEN,1972,53.559,12044785,1222.359968
KEN,1977,56.155,14500404,1267.613204
KEN,1982,58.766,17661452,1348.225791
KEN,1987,59.339,21198082,1361.936856
KEN,1992,59.285,25020539,1341.921721
KEN,1997,54.407,28263827,1360.485021
KEN,2002,50.992,31386842,1287.514732
KEN,2007,54.11,35610177,1463.249282
KOR,1952,50.056,8865488,1088.277758
KOR,1957,54.081,9411381,1571.134655
KOR,1962,56.656,10917494,1621.693598
KOR,1967,59.942,12617009,2143.540609
KOR,1972,63.983,14781241,3701.621503
KOR,1977,67.159,16325320,4106.301249
KOR,1982,69.1,17647518,4106.525293
KOR,1987,70.647,19067554,4106.492315
KOR,1992,69.978,20711375,3726.063507
KOR,1997,67.727,21585105,1690.756814
KOR,2002,66.662,22215365,1646.758151
KOR,2007,67.297,23301725,1593.06548
KOR,1952,47.453,20947571,1030.592226
KOR,1957,52.681,22611552,1487.593537
KOR,1962,55.292,26420307,1536.344387
KOR,1967,57.716,30131000,2029.228142
KOR,1972,62.612,33505000,3030.87665
KOR,1977,64.766,36436000,4657.22102
KOR,1982,67.123,39326000,5622.942464
KOR,1987,69.81,41622000,8533.088805
KOR,1992,72.244,43805450,12104.27872
KOR,1997,74.647,46173816,15993.52796
KOR,2002,77.045,47969150,19233.98818
KOR,2007,78.623,49044790,23348.13973
KWT,1952,55.565,160000,108382.3529
KWT,1957,58.033,212846,113523.1329
KWT,1962,60.47,358266,95458.11176
KWT,1967,64.624,575003,80894.88326
KWT,1972,67.712,841934,109347.867
KWT,1977,69.343,1140357,59265.47714
KWT,1982,71.309,1497494,31354.03573
KWT,1987,74.174,1891487,28118.42998
KWT,1992,75.19,1418095,34932.91959
KWT,1997,76.156,1765345,40300.619960000004
KWT,2002,76.904,2111561,35110.10566
KWT,2007,77.588,2505559,47306.98978
LBN,1952,55.928,1439529,4834.804067
LBN,1957,59.489,1647412,6089.786934
LBN,1962,62.094,1886848,5714.560611
LBN,1967,63.87,2186894,6006.983042
LBN,1972,65.421,2680018,7486.384341
LBN,1977,66.099,3115787,8659.696836
LBN,1982,66.983,3086876,7640.519521
LBN,1987,67.926,3089353,5377.091329
LBN,1992,69.292,3219994,6890.806854
LBN,1997,70.265,3430388,8754.96385
LBN,2002,71.028,3677780,9313.93883
LBN,2007,71.993,3921278,10461.05868
LSO,1952,42.138,748747,298.8462121
LSO,1957,45.047,813338,335.9971151
LSO,1962,47.747,893143,411.8006266
LSO,1967,48.492,996380,498.6390265
LSO,1972,49.767,1116779,496.5815922
LSO,1977,52.208,1251524,745.3695408
LSO,1982,55.078,1411807,797.2631074
LSO,1987,57.18,1599200,773.9932141
LSO,1992,59.685,1803195,977.4862725
LSO,1997,55.558,1982823,1186.147994
LSO,2002,44.593,2046772,1275.184575
LSO,2007,42.592,2012649,1569.331442
LBR,1952,38.48,863308,575.5729961
LBR,1957,39.486,975950,620.9699901
LBR,1962,40.502,1112796,634.1951625
LBR,1967,41.536,1279406,713.6036483
LBR,1972,42.614,1482628,803.0054535
LBR,1977,43.764,1703617,640.3224383
LBR,1982,44.852,1956875,572.1995694
LBR,1987,46.027,2269414,506.1138573
LBR,1992,40.802,1912974,636.6229191
LBR,1997,42.221,2200725,609.17395079999994
LBR,2002,43.753,2814651,531.4823679
LBR,2007,45.678,3193942,414.5073415
LBY,1952,42.723,1019729,2387.54806
LBY,1957,45.289,1201578,3448.284395
LBY,1962,47.808,1441863,6757.030816
LBY,1967,50.227,1759224,18772.75169
LBY,1972,52.773,2183877,21011.49721
LBY,1977,57.442,2721783,21951.21176
LBY,1982,62.155,3344074,17364.27538
LBY,1987,66.234,3799845,11770.5898
LBY,1992,68.755,4364501,9640.138501
LBY,1997,71.555,4759670,9467.446056
LBY,2002,72.737,5368585,9534.677467
LBY,2007,73.952,6036914,12057.49928
MDG,1952,36.681,4762912,1443.011715
MDG,1957,38.865,5181679,1589.20275
MDG,1962,40.848,5703324,1643.38711
MDG,1967,42.881,6334556,1634.047282
MDG,1972,44.851,7082430,1748.562982
MDG,1977,46.881,8007166,1544.228586
MDG,1982,48.969,9171477,1302.878658
MDG,1987,49.35,10568642,1155.441948
MDG,1992,52.214,12210395,1040.67619
MDG,1997,54.978,14165114,986.2958956
MDG,2002,57.286,16473477,894.6370822
MDG,2007,59.443,19167654,1044.770126
MWI,1952,36.256,2917802,369.1650802
MWI,1957,37.207,3221238,416.3698064
MWI,1962,38.41,3628608,427.9010856
MWI,1967,39.487,4147252,495.5147806
MWI,1972,41.766,4730997,584.6219709
MWI,1977,43.767,5637246,663.2236766
MWI,1982,45.642,6502825,632.8039209
MWI,1987,47.457,7824747,635.5173634
MWI,1992,49.42,10014249,563.2000145
MWI,1997,47.495,10419991,692.2758103
MWI,2002,45.009,11824495,665.4231186
MWI,2007,48.303,13327079,759.3499101
MYS,1952,48.463,6748378,1831.132894
MYS,1957,52.102,7739235,1810.066992
MYS,1962,55.737,8906385,2036.884944
MYS,1967,59.371,10154878,2277.742396
MYS,1972,63.01,11441462,2849.09478
MYS,1977,65.256,12845381,3827.921571
MYS,1982,68,14441916,4920.355951
MYS,1987,69.5,16331785,5249.802653
MYS,1992,70.693,18319502,7277.912802
MYS,1997,71.938,20476091,10132.90964
MYS,2002,73.044,22662365,10206.97794
MYS,2007,74.241,24821286,12451.6558
MLI,1952,33.685,3838168,452.3369807
MLI,1957,35.307,4241884,490.3821867
MLI,1962,36.936,4690372,496.1743428
MLI,1967,38.487,5212416,545.0098873
MLI,1972,39.977,5828158,581.3688761
MLI,1977,41.714,6491649,686.3952693
MLI,1982,43.916,6998256,618.0140641
MLI,1987,46.364,7634008,684.1715576
MLI,1992,48.388,8416215,739.014375
MLI,1997,49.903,9384984,790.2579846
MLI,2002,51.818,10580176,951.4097518
MLI,2007,54.467,12031795,1042.581557
MRT,1952,40.543,1022556,743.1159097
MRT,1957,42.338,1076852,846.1202613
MRT,1962,44.248,1146757,1055.896036
MRT,1967,46.289,1230542,1421.145193
MRT,1972,48.437,1332786,1586.851781
MRT,1977,50.852,1456688,1497.492223
MRT,1982,53.599,1622136,1481.150189
MRT,1987,56.145,1841240,1421.603576
MRT,1992,58.333,2119465,1361.369784
MRT,1997,60.43,2444741,1483.136136
MRT,2002,62.247,2828858,1579.019543
MRT,2007,64.164,3270065,1803.151496
MUS,1952,50.986,516556,1967.955707
MUS,1957,58.089,609816,2034.037981
MUS,1962,60.246,701016,2529.067487
MUS,1967,61.557,789309,2475.387562
MUS,1972,62.944,851334,2575.484158
MUS,1977,64.93,913025,3710.982963
MUS,1982,66.711,992040,3688.037739
MUS,1987,68.74,1042663,4783.586903
MUS,1992,69.745,1096202,6058.253846
MUS,1997,70.736,1149818,7425.705295
MUS,2002,71.954,1200206,9021.815894
MUS,2007,72.801,1250882,10956.99112
MEX,1952,50.789,30144317,3478.125529
MEX,1957,55.19,35015548,4131.546641
MEX,1962,58.299,41121485,4581.609385
MEX,1967,60.11,47995559,5754.733883
MEX,1972,62.361,55984294,6809.40669
MEX,1977,65.032,63759976,7674.929108
MEX,1982,67.405,71640904,9611.147541
MEX,1987,69.498,80122492,8688.156003
MEX,1992,71.455,88111030,9472.384295
MEX,1997,73.67,95895146,9767.29753
MEX,2002,74.902,102479927,10742.44053
MEX,2007,76.195,108700891,11977.57496
MNG,1952,42.244,800663,786.5668575
MNG,1957,45.248,882134,912.6626085
MNG,1962,48.251,1010280,1056.353958
MNG,1967,51.253,1149500,1226.04113
MNG,1972,53.754,1320500,1421.741975
MNG,1977,55.491,1528000,1647.511665
MNG,1982,57.489,1756032,2000.603139
MNG,1987,60.222,2015133,2338.008304
MNG,1992,61.271,2312802,1785.402016
MNG,1997,63.625,2494803,1902.2521
MNG,2002,65.033,2674234,2140.739323
MNG,2007,66.803,2874127,3095.772271
MNE,1952,59.164,413834,2647.585601
MNE,1957,61.448,442829,3682.259903
MNE,1962,63.728,474528,4649.593785
MNE,1967,67.178,501035,5907.850937
MNE,1972,70.636,527678,7778.414017
MNE,1977,73.066,560073,9595.929905
MNE,1982,74.101,562548,11222.58762
MNE,1987,74.865,569473,11732.51017
MNE,1992,75.435,621621,7003.339037
MNE,1997,75.445,692651,6465.613349
MNE,2002,73.981,720230,6557.194282
MNE,2007,74.543,684736,9253.896111
MAR,1952,42.873,9939217,1688.20357
MAR,1957,45.423,11406350,1642.002314
MAR,1962,47.924,13056604,1566.353493
MAR,1967,50.335,14770296,1711.04477
MAR,1972,52.862,16660670,1930.194975
MAR,1977,55.73,18396941,2370.619976
MAR,1982,59.65,20198730,2702.620356
MAR,1987,62.677,22987397,2755.046991
MAR,1992,65.393,25798239,2948.047252
MAR,1997,67.66,28529501,2982.101858
MAR,2002,69.615,31167783,3258.495584
MAR,2007,71.164,33757175,3820.17523
MOZ,1952,31.286,6446316,468.5260381
MOZ,1957,33.779,7038035,495.5868333
MOZ,1962,36.161,7788944,556.6863539
MOZ,1967,38.113,8680909,566.6691539
MOZ,1972,40.328,9809596,724.9178037
MOZ,1977,42.495,11127868,502.3197334
MOZ,1982,42.795,12587223,462.2114149
MOZ,1987,42.861,12891952,389.8761846
MOZ,1992,44.284,13160731,410.8968239
MOZ,1997,46.344,16603334,472.3460771
MOZ,2002,44.026,18473780,633.6179466
MOZ,2007,42.082,19951656,823.6856205
MMR,1952,36.319,20092996,331
MMR,1957,41.905,21731844,350
MMR,1962,45.108,23634436,388
MMR,1967,49.379,25870271,349
MMR,1972,53.07,28466390,357
MMR,1977,56.059,31528087,371
MMR,1982,58.056,34680442,424
MMR,1987,58.339,38028578,385
MMR,1992,59.32,40546538,347
MMR,1997,60.328,43247867,415
MMR,2002,59.908,45598081,611
MMR,2007,62.069,47761980,944
"NAM",1952,41.725,485831,2423.780443
"NAM",1957,45.226,548080,2621.448058
"NAM",1962,48.386,621392,3173.215595
"NAM",1967,51.159,706640,3793.694753
"NAM",1972,53.867,821782,3746.080948
"NAM",1977,56.437,977026,3876.485958
"NAM",1982,58.968,1099010,4191.100511
"NAM",1987,60.835,1278184,3693.731337
"NAM",1992,61.999,1554253,3804.537999
"NAM",1997,58.909,1774766,3899.52426
"NAM",2002,51.479,1972153,4072.324751
"NAM",2007,52.906,2055080,4811.060429
NPL,1952,36.157,9182536,545.8657229
NPL,1957,37.686,9682338,597.9363558
NPL,1962,39.393,10332057,652.3968593
NPL,1967,41.472,11261690,676.4422254
NPL,1972,43.971,12412593,674.7881296
NPL,1977,46.748,13933198,694.1124398
NPL,1982,49.594,15796314,718.3730947
NPL,1987,52.537,17917180,775.6324501
NPL,1992,55.727,20326209,897.7403604
NPL,1997,59.426,23001113,1010.892138
NPL,2002,61.34,25873917,1057.206311
NPL,2007,63.785,28901790,1091.359778
NLD,1952,72.13,10381988,8941.571858
NLD,1957,72.99,11026383,11276.19344
NLD,1962,73.23,11805689,12790.84956
NLD,1967,73.82,12596822,15363.25136
NLD,1972,73.75,13329874,18794.74567
NLD,1977,75.24,13852989,21209.0592
NLD,1982,76.05,14310401,21399.46046
NLD,1987,76.83,14665278,23651.32361
NLD,1992,77.42,15174244,26790.94961
NLD,1997,78.03,15604464,30246.13063
NLD,2002,78.53,16122830,33724.75778
NLD,2007,79.762,16570613,36797.93332
NZL,1952,69.39,1994794,10556.57566
NZL,1957,70.26,2229407,12247.39532
NZL,1962,71.24,2488550,13175.678
NZL,1967,71.52,2728150,14463.91893
NZL,1972,71.89,2929100,16046.03728
NZL,1977,72.22,3164900,16233.7177
NZL,1982,73.84,3210650,17632.4104
NZL,1987,74.32,3317166,19007.19129
NZL,1992,76.33,3437674,18363.32494
NZL,1997,77.55,3676187,21050.41377
NZL,2002,79.11,3908037,23189.80135
NZL,2007,80.204,4115771,25185.00911
NIC,1952,42.314,1165790,3112.363948
NIC,1957,45.432,1358828,3457.415947
NIC,1962,48.632,1590597,3634.364406
NIC,1967,51.884,1865490,4643.393534
NIC,1972,55.151,2182908,4688.593267
NIC,1977,57.47,2554598,5486.371089
NIC,1982,59.298,2979423,3470.338156
NIC,1987,62.008,3344353,2955.984375
NIC,1992,65.843,4017939,2170.151724
NIC,1997,68.426,4609572,2253.023004
NIC,2002,70.836,5146848,2474.548819
NIC,2007,72.899,5675356,2749.320965
NER,1952,37.444,3379468,761.879376
NER,1957,38.598,3692184,835.5234025
NER,1962,39.487,4076008,997.7661127
NER,1967,40.118,4534062,1054.384891
NER,1972,40.546,5060262,954.2092363
NER,1977,41.291,5682086,808.8970728
NER,1982,42.598,6437188,909.7221354
NER,1987,44.555,7332638,668.3000228
NER,1992,47.391,8392818,581.182725
NER,1997,51.313,9666252,580.3052092
NER,2002,54.496,11140655,601.0745012
NER,2007,56.867,12894865,619.6768924
NGA,1952,36.324,33119096,1077.281856
NGA,1957,37.802,37173340,1100.592563
NGA,1962,39.36,41871351,1150.927478
NGA,1967,41.04,47287752,1014.514104
NGA,1972,42.821,53740085,1698.388838
NGA,1977,44.514,62209173,1981.951806
NGA,1982,45.826,73039376,1576.97375
NGA,1987,46.886,81551520,1385.029563
